#Chromosome	Start	End	Gene	Transcript
chr17	80272749	80275484	CD7	NM_006137.7
chr17	80278900	80291642	SECTM1	NM_003004.3
chr17	80317123	80321651	TEX19	NM_207459.4
chr17	80329641	80335334	UTS2R	NM_018949.3
chr17	80347086	80376462	OGFOD3	NM_024648.3
chr17	80376223	80400521	HEXD	NM_001330542.2
chr17	80400462	80408628	CYBC1	NM_001033046.4
chr17	80416074	80448413	NARF	NM_012336.4
chr17	80477608	80562478	FOXK2	NM_004514.4
chr17	80572438	80606320	WDR45B	NM_019613.4
chr17	80612849	80656574	RAB40B	NM_006822.3
chr17	80674582	80685889	FN3KRP	NM_024619.4
chr17	80693491	80709072	FN3K	NM_022158.4
chr17	80709941	80903790	TBCD	NM_005993.5
chr17	80787310	80797898	ZNF750	NM_024702.3
chr17	80900025	81009686	B3GNTL1	NM_001009905.2
chr17	81037485	81052867	METRNL	NM_001004431.3
chr18	47221	49557	TUBB8B	NM_001358689.1
chr18	158557	214629	USP14	NM_005151.4
chr18	214520	268047	THOC1	NM_005131.3
chr18	316737	500701	COLEC12	NM_130386.3
chr18	580380	582114	CETN1	NM_004066.3
chr18	596988	650298	CLUL1	NM_001375492.1
chr18	649620	658291	TYMSOS	NM_001012716.3
chr18	657653	673578	TYMS	NM_001071.4
chr18	670318	712630	ENOSF1	NM_017512.7
chr18	721588	812243	YES1	NM_005433.4
chr18	904872	912173	ADCYAP1	NM_001099733.2
chr18	2537529	2571504	METTL4	NM_022840.5
chr18	2571556	2616634	NDC80	NM_006101.3
chr18	2655725	2805015	SMCHD1	NM_015295.3
chr18	2847004	2916001	EMILIN2	NM_032048.3
chr18	2916992	3013142	LPIN2	NM_001375808.2
chr18	3066805	3219966	MYOM1	NM_003803.4
chr18	3247480	3256235	MYL12A	NM_006471.4
chr18	3262131	3278459	MYL12B	NM_033546.4
chr18	3412007	3459976	TGIF1	NM_003244.4
chr18	3496030	4455307	DLGAP1	NM_004746.4
chr18	5142910	5197690	AKAIN1	NM_001145194.2
chr18	5289021	5297052	ZBTB14	NM_001243702.2
chr18	5392385	5630662	EPB41L3	NM_012307.5
chr18	5889411	5895953	TMEM200C	NM_001080209.2
chr18	5954716	6415258	L3MBTL4	NM_001330559.2
chr18	6729715	6915715	ARHGAP28	NM_001366230.1
chr18	6941741	7117796	LAMA1	NM_005559.4
chr18	7231102	7232086	LRRC30	NM_001105581.2
chr18	7455997	7461004	LOC112577592	NM_001364581.1
chr18	7567314	8406854	PTPRM	NM_001105244.2
chr18	8609443	8639380	RAB12	NM_001025300.2
chr18	8705554	8832776	MTCL1	NM_001378207.1
chr18	9102697	9134339	NDUFV2	NM_021074.5
chr18	9136779	9285983	ANKRD12	NM_015208.5
chr18	9334771	9402418	TWSG1	NM_020648.6
chr18	9475511	9538112	RALBP1	NM_006788.4
chr18	9546792	9614557	PPP4R1	NM_001042388.3
chr18	9708298	9862548	RAB31	NM_006868.4
chr18	9885970	9889272	TXNDC2	NM_032243.6
chr18	9914013	9960018	VAPA	NM_194434.3
chr18	10454632	10489946	APCDD1	NM_153000.5
chr18	10526024	10552761	NAPG	NM_003826.3
chr18	10670244	11149568	PIEZO2	NM_001378183.1
chr18	11609557	11610611	SLC35G4	NM_001282300.1
chr18	11689263	11885684	GNAL	NM_182978.4
chr18	11851412	11854443	CHMP1B	NM_020412.5
chr18	11882621	11908316	MPPE1	NM_023075.6
chr18	11981506	12030876	IMPA2	NM_014214.3
chr18	12093842	12129763	ANKRD62	NM_001277333.2
chr18	12254360	12277594	CIDEA	NM_001279.4
chr18	12307668	12329825	TUBB6	NM_032525.3
chr18	12328943	12377226	AFG3L2	NM_006796.3
chr18	12407928	12432237	PRELID3A	NM_001142405.2
chr18	12446511	12658106	SPIRE1	NM_020148.3
chr18	12658737	12725739	PSMG2	NM_020232.5
chr18	12661955	12702776	CEP76	NM_024899.4
chr18	12785477	12884236	PTPN2	NM_002828.4
chr18	12948010	12987535	SEH1L	NM_001013437.2
chr18	12991361	13125035	CEP192	NM_032142.4
chr18	13217681	13652753	LDLRAD4	NM_001378100.1
chr18	13663346	13726557	FAM210A	NM_152352.4
chr18	13726672	13764555	RNMT	NM_003799.3
chr18	13824148	13827322	MC5R	NM_005913.3
chr18	13882043	13915706	MC2R	NM_000529.2
chr18	14071120	14132434	ZNF519	NM_145287.4
chr18	14507338	14543599	POTEC	NM_001137671.2
chr18	14748171	14854258	ANKRD30B	NM_001367607.1
chr18	18526867	18691774	ROCK1	NM_005406.3
chr18	18822193	19106073	GREB1L	NM_001142966.3
chr18	19109245	19180665	ESCO1	NM_052911.3
chr18	19192275	19213481	SNRPD1	NM_006938.4
chr18	19230862	19284735	ABHD3	NM_138340.5
chr18	19320753	19450914	MIB1	NM_020774.4
chr18	19749550	19782491	GATA6	NM_005257.6
chr18	19993562	19997878	CTAGE1	NM_172241.3
chr18	20513291	20606449	RBBP8	NM_002894.3
chr18	20714528	20840434	CABLES1	NM_001100619.3
chr18	20875977	21017925	TMEM241	NM_032933.6
chr18	21033251	21063104	RIOK3	NM_003831.5
chr18	21083434	21111786	RMC1	NM_013326.5
chr18	21111406	21166470	NPC1	NM_000271.5
chr18	21178890	21242875	ANKRD29	NM_173505.4
chr18	21269417	21535030	LAMA3	NM_198129.4
chr18	21572851	21715564	TTC39C	NM_001135993.2
chr18	21719026	21741564	CABYR	NM_153769.3
chr18	21742009	21977788	OSBPL1A	NM_080597.4
chr18	22006634	22033495	IMPACT	NM_018439.4
chr18	22040601	22059938	HRH4	NM_021624.4
chr18	22641888	22932130	ZNF521	NM_015461.3
chr18	23596217	23671183	SS18	NM_001007559.3
chr18	23713833	23773319	PSMA8	NM_001025096.2
chr18	23806409	23971649	TAF4B	NM_005640.3
chr18	24034874	24237437	KCTD1	NM_001142730.3
chr18	24432002	24445767	AQP4	NM_001650.7
chr18	24486445	24765272	CHST9	NM_031422.6
chr18	25530930	25757094	CDH2	NM_001792.5
chr18	28569331	28622708	DSC3	NM_001941.5
chr18	28638806	28682384	DSC2	NM_024422.6
chr18	28709199	28742819	DSC1	NM_024421.2
chr18	28898123	28939209	DSG1	NM_001942.4
chr18	28956740	28994872	DSG4	NM_177986.5
chr18	29027704	29058665	DSG3	NM_001944.3
chr18	29078140	29128971	DSG2	NM_001943.5
chr18	29171840	29178784	TTR	NM_000371.4
chr18	29202209	29266006	B4GALT6	NM_004775.5
chr18	29339547	29340843	SLC25A52	NM_001034172.4
chr18	29409160	29523091	TRAPPC8	NM_014939.5
chr18	29598788	29653182	RNF125	NM_017831.4
chr18	29671837	29711524	RNF138	NM_016271.5
chr18	29770002	29800367	MEP1B	NM_005925.3
chr18	29843485	30050845	GAREM1	NM_001242409.2
chr18	30252636	30352986	KLHL14	NM_020805.3
chr18	30517370	31021004	CCDC178	NM_001105528.3
chr18	31158183	31331159	ASXL3	NM_030632.3
chr18	31431064	31804877	NOL4	NM_003787.5
chr18	32073276	32471808	DTNA	NM_001386795.1
chr18	32556991	32723434	MAPRE2	NM_014268.4
chr18	32820998	32839191	ZNF397	NM_001135178.3
chr18	32831026	32870193	ZSCAN30	NM_001112734.4
chr18	32912191	32924384	ZNF24	NM_006965.4
chr18	32946658	32957301	ZNF396	NM_001322286.2
chr18	33048297	33077924	INO80C	NM_194281.4
chr18	33160886	33291798	GALNT1	NM_020474.4
chr18	33552642	33559241	C18orf21	NM_031446.5
chr18	33569787	33647522	RPRD1A	NM_018170.5
chr18	33688494	33709303	SLC39A6	NM_012319.4
chr18	33709862	33760520	ELP2	NM_018255.4
chr18	33767460	33852120	MOCOS	NM_017947.4
chr18	33877676	34360183	FHOD3	NM_001281740.3
chr18	34359987	34408965	TPGS2	NM_015476.4
chr18	34409090	34812135	KIAA1328	NM_020776.3
chr18	34823003	35145761	CELF4	NM_020180.4
chr18	39535199	39667794	PIK3C3	NM_002647.4
chr18	40323192	40695650	RIT2	NM_002930.4
chr18	40847857	40857455	SYT4	NM_020783.4
chr18	42260038	42648475	SETBP1	NM_015559.3
chr18	42747928	43263653	SLC14A2	NM_007163.4
chr18	43304146	43332485	SLC14A1	NM_015865.7
chr18	43405640	43424059	SIGLEC15	NM_213602.3
chr18	43427574	43547295	EPG5	NM_020964.3
chr18	43563502	43652226	PSTPIP2	NM_024430.4
chr18	43660214	43684193	ATP5F1A	NM_004046.6
chr18	43684351	43708299	HAUS1	NM_138443.4
chr18	43754000	43846955	C18orf25	NM_145055.5
chr18	43913981	44043103	RNF165	NM_152470.3
chr18	44056924	44237183	LOXHD1	NM_001384474.1
chr18	44247784	44337016	ST8SIA5	NM_013305.6
chr18	44383181	44500108	PIAS2	NM_004671.5
chr18	44497557	44628614	KATNAL2	NM_001387690.1
chr18	44558898	44561992	ELOA2	NM_016427.3
chr18	44633781	44676871	HDHD2	NM_032124.5
chr18	44679205	44702735	IER3IP1	NM_016097.5
chr18	44732540	44778031	SKOR2	NM_001278063.4
chr18	45335328	45457243	SMAD2	NM_005901.6
chr18	45553043	45938956	ZBTB7C	NM_001318841.2
chr18	45778672	45779208	C18orf12	NM_001350280.1
chr18	46065402	46389588	CTIF	NM_014772.3
chr18	46446223	46477335	SMAD7	NM_005904.4
chr18	46562757	46987015	DYM	NM_001353214.3
chr18	47003613	47013604	C18orf32	NM_001035005.4
chr18	47014851	47018835	RPL17	NM_001035006.5
chr18	47088427	47125555	LIPG	NM_006033.4
chr18	47308534	47339903	ACAA2	NM_006111.3
chr18	47349159	47721517	MYO5B	NM_001080467.3
chr18	47753563	47792865	CFAP53	NM_145020.5
chr18	47793255	47808137	MBD1	NM_015846.4
chr18	47808717	47814062	CXXC1	NM_014593.4
chr18	47901416	47920538	SKA1	NM_145060.4
chr18	48086457	48258196	MAPK4	NM_002747.4
chr18	48321500	48351750	MRO	NM_031939.6
chr18	48405488	48480627	ME2	NM_002396.5
chr18	48494410	48514491	ELAC1	NM_018696.3
chr18	48556583	48611412	SMAD4	NM_005359.6
chr18	48700920	48724051	MEX3C	NM_016626.5
chr18	49866567	51062269	DCC	NM_005215.4
chr18	51677976	51751039	MBD2	NM_003927.5
chr18	51795849	51847636	POLI	NM_007195.3
chr18	51850862	51884228	STARD6	NM_139171.2
chr18	51884276	51908405	C18orf54	NM_001288980.2
chr18	52254990	52266724	DYNAP	NM_173629.3
chr18	52385088	52562747	RAB27B	NM_004163.4
chr18	52568740	52626692	CCDC68	NM_025214.3
chr18	52889416	53303188	TCF4	NM_001083962.2
chr18	54264440	54305823	TXNL1	NM_004786.3
chr18	54318590	54697023	WDR7	NM_015285.3
chr18	54814318	54817641	BOD1L2	NM_001257964.2
chr18	55019788	55036162	ST8SIA3	NM_015879.3
chr18	55102606	55158530	ONECUT2	NM_004852.3
chr18	55211609	55253934	FECH	NM_000140.5
chr18	55267888	55289068	NARS1	NM_004539.4
chr18	55313658	55470547	ATP8B1	NM_001374385.1
chr18	55711458	56068772	NEDD4L	NM_001144967.3
chr18	56148479	56296323	ALPK2	NM_052947.4
chr18	56338697	56421709	MALT1	NM_006785.4
chr18	56530156	56653712	ZNF532	NM_001375912.1
chr18	56807116	56826064	SEC11C	NM_033280.4
chr18	56887390	56898003	GRP	NM_002091.5
chr18	56934270	56940686	RAX	NM_013435.3
chr18	56962634	56985881	CPLX4	NM_181654.4
chr18	56995055	57026497	LMAN1	NM_005570.4
chr18	57098171	57364655	CCBE1	NM_133459.4
chr18	57567228	57571537	PMAIP1	NM_021127.3
chr18	58038295	58040008	MC4R	NM_005912.3
chr18	59000663	59223012	CDH20	NM_031891.4
chr18	59475300	59560240	RNF152	NM_173557.3
chr18	59708397	59854289	PIGN	NM_176787.5
chr18	59854488	59977482	RELCH	NM_001346231.2
chr18	59992543	60058521	TNFRSF11A	NM_003839.4
chr18	60190258	60253962	ZCCHC2	NM_017742.6
chr18	60382774	60647666	PHLPP1	NM_194449.4
chr18	60790579	60987002	BCL2	NM_000633.3
chr18	60994959	61034439	KDSR	NM_002035.4
chr18	61056423	61089709	VPS4B	NM_004869.4
chr18	61144191	61172318	SERPINB5	NM_002639.5
chr18	61209602	61236562	SERPINB12	NM_001307928.2
chr18	61254577	61266426	SERPINB13	NM_012397.4
chr18	61304493	61311490	SERPINB4	NM_002974.4
chr18	61322431	61329127	SERPINB3	NM_006919.3
chr18	61369538	61391127	SERPINB11	NM_001370475.1
chr18	61420291	61472604	SERPINB7	NM_003784.4
chr18	61554939	61571122	SERPINB2	NM_002575.3
chr18	61575192	61603345	SERPINB10	NM_005024.3
chr18	61616535	61629069	HMSD	NM_001123366.2
chr18	61637315	61687013	SERPINB8	NM_002640.4
chr18	63417488	63557573	CDH7	NM_004361.5
chr18	64168320	64271327	CDH19	NM_021153.4
chr18	65173824	65183957	DSEL	NM_032160.3
chr18	66340925	66382345	TMX3	NM_019022.5
chr18	66382453	66722426	CCDC102B	NM_024781.3
chr18	67068124	67516323	DOK6	NM_152721.6
chr18	67520510	67624035	CD226	NM_001303618.2
chr18	67670267	67872923	RTTN	NM_173630.4
chr18	67956281	67997435	SOCS6	NM_004232.4
chr18	70203916	70211577	CBLN2	NM_182511.4
chr18	70409549	70535222	NETO1	NM_138966.5
chr18	71740603	71815069	FBXO15	NM_001142958.2
chr18	71815758	71827766	TIMM21	NM_014177.3
chr18	71918081	71959198	CYB5A	NM_148923.4
chr18	71983074	72026424	C18orf63	NM_001174123.2
chr18	72102010	72124543	DIPK1C	NM_001044369.3
chr18	72163598	72190689	CNDP2	NM_018235.3
chr18	72201735	72254448	CNDP1	NM_032649.6
chr18	72265106	72777627	ZNF407	NM_017757.3
chr18	72907063	72921094	ZADH2	NM_175907.6
chr18	72922752	73001899	TSHZ1	NM_001308210.2
chr18	73121431	73139658	SMIM21	NM_001037331.3
chr18	74069637	74207198	ZNF516	NM_014643.4
chr18	74534513	74684857	ZNF236	NM_001306089.2
chr18	74690789	74844739	MBP	NM_001025101.2
chr18	74961804	74989856	GALR1	NM_001480.4
chr18	76739818	76758969	SALL3	NM_171999.4
chr18	76829394	77138283	ATP9B	NM_198531.5
chr18	77155930	77289323	NFATC1	NM_001278669.2
chr18	77439803	77516625	CTDP1	NM_004715.5
chr18	77623668	77659816	KCNG2	NM_012283.1
chr18	77662420	77711653	SLC66A2	NM_025078.5
chr18	77724643	77730822	HSBP1L1	NM_001136180.2
chr18	77730813	77793936	TXNL4A	NM_006701.5
chr18	77794434	77810651	RBFA	NM_024805.3
chr18	77867146	77898229	ADNP2	NM_014913.4
chr18	77915115	78005397	PARD6G	NM_032510.4
chr19	107146	111696	OR4F17	NM_001005240.2
chr19	281043	291403	PLPP2	NM_003712.4
chr19	305573	344796	MIER2	NM_017550.3
chr19	361747	376026	THEG	NM_016585.5
chr19	405445	409147	C2CD4C	NM_001136263.2
chr19	416589	461033	SHC2	NM_012435.3
chr19	463361	491624	ODF3L2	NM_182577.3
chr19	496486	505343	MADCAM1	NM_130760.3
chr19	507497	519654	TPGS1	NM_033513.3
chr19	531760	542087	CDC34	NM_004359.2
chr19	544053	549922	GZMM	NM_005317.4
chr19	571283	583493	BSG	NM_001728.4
chr19	589881	617159	HCN2	NM_001194.4
chr19	617221	633537	POLRMT	NM_005035.4
chr19	639879	644373	FGF22	NM_020637.2
chr19	647526	663214	RNF126	NM_194460.3
chr19	676392	683385	FSTL3	NM_005860.3
chr19	685546	695452	PRSS57	NM_001308209.2
chr19	708935	748329	PALM	NM_002579.3
chr19	751112	764318	MISP	NM_173481.4
chr19	797452	812312	PTBP1	NM_002819.5
chr19	812488	821955	PLPPR3	NM_001270366.2
chr19	827837	832018	AZU1	NM_001700.5
chr19	840999	848175	PRTN3	NM_002777.4
chr19	852303	856243	ELANE	NM_001972.4
chr19	859664	863641	CFD	NM_001928.4
chr19	867963	893187	MED16	NM_005481.3
chr19	896503	913219	R3HDM4	NM_138774.4
chr19	917333	921005	KISS1R	NM_032551.5
chr19	926035	975939	ARID3A	NM_005224.3
chr19	982928	994556	WDR18	NM_024100.4
chr19	1000418	1009731	GRIN3B	NM_138690.3
chr19	1009652	1021122	TMEM259	NM_001033026.2
chr19	1026607	1039064	CNN2	NM_004368.4
chr19	1040106	1065571	ABCA7	NM_019112.4
chr19	1065958	1086627	ARHGAP45	NM_012292.5
chr19	1086573	1095374	POLR2E	NM_002695.5
chr19	1103993	1106778	GPX4	NM_002085.5
chr19	1107637	1174267	SBNO2	NM_014963.3
chr19	1205777	1228430	STK11	NM_000455.5
chr19	1228286	1238004	CBARP	NM_152769.3
chr19	1241750	1244824	ATP5F1D	NM_001687.5
chr19	1248582	1259142	MIDN	NM_177401.5
chr19	1269331	1274879	CIRBP	NM_001300829.2
chr19	1275529	1279227	FAM174C	NM_017914.4
chr19	1285872	1301430	EFNA2	NM_001405.4
chr19	1354958	1378428	PWWP3A	NM_001369789.1
chr19	1383906	1395583	NDUFS7	NM_024407.5
chr19	1397025	1401541	GAMT	NM_000156.6
chr19	1407585	1435683	DAZAP1	NM_018959.4
chr19	1438395	1440494	RPS15	NM_001018.5
chr19	1450120	1473243	APC2	NM_005883.3
chr19	1473200	1479214	C19orf25	NM_152482.3
chr19	1481427	1490449	PCSK4	NM_017573.4
chr19	1491180	1497926	REEP6	NM_138393.4
chr19	1505021	1513018	ADAMTSL5	NM_213604.3
chr19	1524076	1536045	PLK5	NM_001243079.2
chr19	1554671	1568324	MEX3D	NM_203304.4
chr19	1573595	1592864	MBD3	NM_001281453.2
chr19	1597168	1605461	UQCR11	NM_006830.4
chr19	1609291	1652614	TCF3	NM_003200.5
chr19	1753505	1780987	ONECUT3	NM_001080488.2
chr19	1782074	1812275	ATP8B3	NM_138813.4
chr19	1815247	1848482	REXO1	NM_020695.4
chr19	1852398	1863578	KLF16	NM_031918.4
chr19	1876809	1885495	ABHD17A	NM_001130111.2
chr19	1905398	1926012	SCAMP4	NM_079834.4
chr19	1905398	1913446	ADAT3	NM_138422.4
chr19	1941171	1981337	CSNK1G2	NM_001319.7
chr19	1985447	2015713	BTBD2	NM_017797.4
chr19	2037470	2051243	MKNK2	NM_199054.3
chr19	2071035	2096325	MOB3A	NM_130807.3
chr19	2096914	2099589	IZUMO4	NM_001039846.2
chr19	2100987	2151565	AP3D1	NM_001261826.3
chr19	2163932	2232577	DOT1L	NM_032482.3
chr19	2229980	2236328	PLEKHJ1	NM_018049.3
chr19	2236823	2248654	SF3A2	NM_007165.5
chr19	2249322	2252072	AMH	NM_000479.5
chr19	2252251	2256416	JSRP1	NM_144616.4
chr19	2269485	2273487	OAZ1	NM_004152.3
chr19	2274630	2282174	PEAK3	NM_198532.3
chr19	2289783	2308153	LINGO3	NM_001101391.2
chr19	2321520	2328585	LSM7	NM_016199.3
chr19	2328683	2355093	SPPL2B	NM_152988.3
chr19	2385263	2426259	TMPRSS9	NM_182973.3
chr19	2425623	2427584	TIMM13	NM_012458.4
chr19	2428164	2456957	LMNB2	NM_032737.4
chr19	2476125	2478255	GADD45B	NM_015675.4
chr19	2511217	2702692	GNG7	NM_052847.3
chr19	2714565	2721370	DIRAS1	NM_145173.4
chr19	2732522	2740074	SLC39A3	NM_144564.5
chr19	2754713	2783271	SGTA	NM_003021.4
chr19	2785501	2815805	THOP1	NM_003249.5
chr19	2819866	2836733	ZNF554	NM_001102651.2
chr19	2841473	2860469	ZNF555	NM_152791.5
chr19	2867333	2883443	ZNF556	NM_024967.3
chr19	2900926	2918471	ZNF57	NM_173480.3
chr19	2933216	2944969	ZNF77	NM_021217.3
chr19	2977562	2995177	TLE6	NM_001143986.2
chr19	2997642	3047633	TLE2	NM_003260.5
chr19	3052908	3062964	TLE5	NM_001130.6
chr19	3094360	3123997	GNA11	NM_002067.5
chr19	3136031	3163747	GNA15	NM_002068.4
chr19	3178767	3180330	S1PR4	NM_003775.4
chr19	3185928	3209573	NCLN	NM_020170.4
chr19	3224659	3297074	CELF5	NM_021938.4
chr19	3359628	3469215	NFIC	NM_001245002.2
chr19	3473984	3480523	SMIM24	NM_001136503.2
chr19	3490822	3500672	DOHH	NM_001145165.2
chr19	3506309	3538332	FZR1	NM_016263.4
chr19	3539172	3544028	C19orf71	NM_001135580.2
chr19	3544197	3557584	MFSD12	NM_174983.5
chr19	3572942	3579081	HMG20B	NM_006339.3
chr19	3585476	3593539	GIPC3	NM_133261.3
chr19	3594505	3606873	TBXA2R	NM_001060.6
chr19	3610643	3626788	CACTIN	NM_001080543.2
chr19	3630181	3700466	PIP5K1C	NM_012398.3
chr19	3708382	3750811	TJP3	NM_001267560.2
chr19	3750770	3761690	APBA3	NM_004886.4
chr19	3762680	3767563	MRPL54	NM_172251.3
chr19	3769087	3772226	RAX2	NM_001319074.4
chr19	3777971	3801797	MATK	NM_139355.3
chr19	3804022	3869036	ZFR2	NM_015174.2
chr19	3880683	3928080	ATCAY	NM_033064.5
chr19	3933067	3942414	NMRK2	NM_170678.3
chr19	3958451	3971097	DAPK3	NM_001348.3
chr19	3976054	3985461	EEF2	NM_001961.4
chr19	4007734	4039384	PIAS4	NM_015897.4
chr19	4043301	4066897	ZBTB7A	NM_015898.4
chr19	4090319	4124119	MAP2K2	NM_030662.4
chr19	4153628	4173051	CREB3L3	NM_032607.3
chr19	4174106	4182560	SIRT6	NM_016539.4
chr19	4183351	4224811	ANKRD24	NM_133475.1
chr19	4229520	4237525	EBI3	NM_005755.3
chr19	4247077	4269085	YJU2	NM_018074.6
chr19	4279066	4290719	SHD	NM_020209.4
chr19	4292224	4302428	TMIGD2	NM_001169126.1
chr19	4304595	4323833	FSD1	NM_024333.3
chr19	4324040	4338824	STAP2	NM_001013841.2
chr19	4343559	4360075	MPND	NM_001300862.2
chr19	4360367	4400544	SH3GL1	NM_003025.4
chr19	4402637	4443394	CHAF1A	NM_005483.3
chr19	4445003	4457791	UBXN6	NM_025241.3
chr19	4472294	4502219	HDGFL2	NM_001001520.3
chr19	4502204	4518498	PLIN4	NM_001367868.2
chr19	4522543	4535236	PLIN5	NM_001013706.3
chr19	4536414	4540048	LRG1	NM_052972.3
chr19	4542605	4559696	SEMA6B	NM_032108.4
chr19	4639528	4655580	TNFAIP8L1	NM_152362.3
chr19	4657557	4670354	MYDGF	NM_019107.4
chr19	4675239	4723854	DPP9	NM_139159.5
chr19	4791746	4801285	FEM1A	NM_018708.3
chr19	4815944	4831724	TICAM1	NM_182919.4
chr19	4838353	4867679	PLIN3	NM_005817.5
chr19	4890449	4902908	ARRDC5	NM_001080523.3
chr19	4903092	4962165	UHRF1	NM_001048201.3
chr19	4969124	5153609	KDM4B	NM_015015.3
chr19	5205519	5340823	PTPRS	NM_002850.4
chr19	5455428	5456867	ZNRF4	NM_181710.4
chr19	5587010	5622787	SAFB2	NM_014649.3
chr19	5623094	5668489	SAFB	NM_001201338.2
chr19	5678433	5680527	MICOS13	NM_205767.3
chr19	5681038	5688533	HSD11B1L	NM_198706.3
chr19	5690306	5691886	RPL36	NM_033643.3
chr19	5691845	5720463	LONP1	NM_004793.4
chr19	5720648	5778745	CATSPERD	NM_152784.4
chr19	5782971	5784757	PRR22	NM_001134316.2
chr19	5785151	5791174	DUS3L	NM_020175.3
chr19	5805078	5828335	NRTN	NM_004558.5
chr19	5830419	5838803	FUT6	NM_000150.3
chr19	5842899	5857133	FUT3	NM_001097639.3
chr19	5865837	5870551	FUT5	NM_002034.2
chr19	5891240	5903801	NDUFA11	NM_175614.5
chr19	5904883	5910864	VMAC	NM_001017921.4
chr19	5914265	5916222	CAPS	NM_004058.5
chr19	5916150	5978151	RANBP3	NM_007322.3
chr19	5993175	6110511	RFX2	NM_000635.4
chr19	6135644	6193102	ACSBG2	NM_030924.5
chr19	6210392	6279986	MLLT1	NM_005934.4
chr19	6306153	6333623	ACER1	NM_133492.3
chr19	6361542	6370253	CLPP	NM_006012.4
chr19	6372805	6375261	ALKBH7	NM_032306.4
chr19	6375159	6375927	PSPN	NM_004158.4
chr19	6379583	6393175	GTF2F1	NM_002096.3
chr19	6393780	6412415	LOC390877	NM_001321601.2
chr19	6413113	6424822	KHSRP	NM_001366299.1
chr19	6426048	6433774	SLC25A41	NM_173637.4
chr19	6440075	6459803	SLC25A23	NM_024103.3
chr19	6463788	6467232	CRB3	NM_139161.5
chr19	6467218	6481798	DENND1C	NM_024898.4
chr19	6494330	6502859	TUBB4A	NM_006087.4
chr19	6531037	6535935	TNFSF9	NM_003811.4
chr19	6581659	6591161	CD70	NM_001252.5
chr19	6661264	6670599	TNFSF14	NM_001376887.1
chr19	6677715	6720661	C3	NM_000064.4
chr19	6729925	6737633	GPR108	NM_001080452.1
chr19	6739691	6751541	TRIP10	NM_001288962.2
chr19	6752171	6767446	SH2D3A	NM_005490.3
chr19	6772719	6857372	VAV1	NM_005428.4
chr19	6887590	6940461	ADGRE1	NM_001974.5
chr19	7018980	7021442	MBD3L2B	NM_001364674.2
chr19	7030589	7033022	MBD3L5	NM_001136507.2
chr19	7037755	7040190	MBD3L4	NM_001164419.2
chr19	7049332	7051746	MBD3L2	NM_144614.4
chr19	7056216	7058651	MBD3L3	NM_001164425.2
chr19	7069714	7087979	ZNF557	NM_024341.3
chr19	7112276	7294425	INSR	NM_000208.4
chr19	7413842	7537364	ARHGEF18	NM_001367823.1
chr19	7541761	7554286	PEX11G	NM_080662.4
chr19	7562434	7573336	TEX45	NM_198534.3
chr19	7580989	7585911	ZNF358	NM_018083.5
chr19	7587510	7598895	MCOLN1	NM_020533.3
chr19	7599050	7626653	PNPLA6	NM_001166114.2
chr19	7660749	7683190	CAMSAP3	NM_020902.2
chr19	7684411	7694431	XAB2	NM_020196.3
chr19	7694679	7696842	PET100	NM_001171155.2
chr19	7696501	7698605	PCP2	NM_174895.3
chr19	7701996	7712759	STXBP2	NM_006949.4
chr19	7733935	7735341	RETN	NM_020415.4
chr19	7741943	7744719	MCEMP1	NM_174918.2
chr19	7745719	7752589	TRAPPC5	NM_001042462.2
chr19	7753662	7767017	FCER2	NM_001220500.2
chr19	7793843	7797057	CLEC4G	NM_198492.3
chr19	7804879	7812420	CD209	NM_021155.4
chr19	7828129	7834491	CLEC4M	NM_014257.5
chr19	7895104	7929862	EVI5L	NM_001159944.3
chr19	7933605	7939275	PRR36	NM_001190467.2
chr19	7953395	7966901	LRRC8E	NM_025061.6
chr19	7968762	7979363	MAP2K7	NM_145185.4
chr19	7979715	7983982	TGFBR3L	NM_001195259.2
chr19	7985223	7988135	SNAPC2	NM_003083.4
chr19	7989376	7991020	CTXN1	NM_206833.4
chr19	7991603	8008551	TIMM44	NM_006351.4
chr19	8023457	8070525	ELAVL1	NM_001419.3
chr19	8117646	8127547	CCL25	NM_005624.3
chr19	8130286	8214476	FBN3	NM_032447.5
chr19	8274254	8327305	CERS4	NM_024552.3
chr19	8367011	8373242	CD320	NM_016579.4
chr19	8373479	8386259	NDUFA7	NM_005001.5
chr19	8386380	8388224	RPS28	NM_001031.5
chr19	8387468	8408146	KANK3	NM_198471.3
chr19	8429039	8439254	ANGPTL4	NM_139314.3
chr19	8455244	8469318	RAB11B	NM_004218.4
chr19	8478189	8503901	MARCHF2	NM_001005415.2
chr19	8509859	8553998	HNRNPM	NM_005968.5
